,Date,1,2,3,4,5,6,7
53,"Sep 3, 83",1,6,13,15,22,27,10
54,"Aug 27, 83",9,16,18,20,26,43,38
55,"Aug 20, 83",9,12,20,21,37,43,49
56,"Aug 13, 83",1,2,8,23,46,48,20
57,"Aug 6, 83",9,11,27,28,37,46,29
58,"Jul 30, 83",3,6,7,33,34,36,15
59,"Jul 23, 83",22,23,25,26,35,41,39
60,"Jul 16, 83",11,14,18,31,35,49,42
61,"Jul 9, 83",16,19,22,29,44,48,31
62,"Jul 2, 83",5,9,27,39,40,43,17
63,"Jun 25, 83",4,11,14,20,26,30,39
64,"Jun 18, 83",9,19,28,36,45,46,3
65,"Jun 11, 83",7,19,26,28,45,49,34
66,"Jun 4, 83",4,14,24,31,33,35,29
67,"May 28, 83",2,29,31,40,45,48,41
68,"May 21, 83",6,7,10,32,36,38,46
69,"May 14, 83",7,10,11,16,28,40,6
70,"May 7, 83",2,13,41,42,44,47,12
71,"Apr 30, 83",18,26,29,35,36,49,25
72,"Apr 23, 83",3,17,20,30,35,48,26
73,"Apr 16, 83",1,3,19,31,32,47,37
74,"Apr 9, 83",20,24,28,35,42,46,27
75,"Apr 2, 83",4,10,23,38,41,46,43
76,"Mar 26, 83",21,24,25,32,39,49,40
77,"Mar 19, 83",2,10,11,31,43,49,29
78,"Mar 12, 83",11,15,25,38,41,43,37
79,"Mar 5, 83",2,7,21,22,30,33,3
80,"Feb 26, 83",11,12,19,25,29,44,48
81,"Feb 19, 83",11,13,15,16,24,31,9
82,"Feb 12, 83",10,14,25,31,44,47,17
83,"Feb 5, 83",3,5,6,33,38,39,8
84,"Jan 29, 83",8,22,26,27,34,42,14
85,"Jan 22, 83",5,10,30,35,36,45,13
86,"Jan 15, 83",8,34,37,39,41,47,18
87,"Jan 8, 83",11,19,25,31,32,36,44
88,"Jan 1, 83",25,26,31,35,45,48,12
5,"Dec 29, 84",16,19,27,30,44,45,11
6,"Dec 22, 84",6,18,21,31,35,48,9
7,"Dec 15, 84",9,12,16,20,36,39,4
8,"Dec 8, 84",7,13,24,31,39,40,8
9,"Dec 1, 84",3,14,18,25,36,45,30
10,"Nov 24, 84",5,30,34,36,43,49,17
11,"Nov 17, 84",8,35,44,46,48,49,22
12,"Nov 10, 84",20,22,27,34,44,48,41
13,"Nov 3, 84",6,7,17,21,43,49,8
14,"Oct 27, 84",1,16,25,36,39,42,5
15,"Oct 20, 84",5,10,11,28,41,44,19
16,"Oct 13, 84",3,14,24,31,35,46,17
17,"Oct 6, 84",5,10,26,31,37,44,7
18,"Sep 29, 84",21,22,29,36,38,41,20
19,"Sep 22, 84",4,11,12,16,36,43,30
20,"Sep 15, 84",7,8,10,15,31,37,43
21,"Sep 8, 84",23,25,29,38,39,43,17
22,"Sep 1, 84",3,24,27,33,41,44,4
23,"Aug 25, 84",5,11,12,16,24,28,34
24,"Aug 18, 84",12,13,15,35,38,39,4
25,"Aug 11, 84",5,6,10,20,40,43,26
26,"Aug 4, 84",1,10,18,27,35,38,30
27,"Jul 28, 84",2,5,29,35,37,38,39
28,"Jul 21, 84",2,7,34,36,37,40,15
29,"Jul 14, 84",6,16,26,28,41,49,34
30,"Jul 7, 84",6,11,20,23,25,35,37
31,"Jun 30, 84",13,15,27,28,40,48,30
32,"Jun 23, 84",7,16,28,34,45,47,23
33,"Jun 16, 84",26,27,37,41,43,45,13
34,"Jun 9, 84",6,17,29,32,39,40,47
35,"Jun 2, 84",9,16,31,38,43,45,5
36,"May 26, 84",1,3,40,43,45,46,7
37,"May 19, 84",1,4,14,17,21,26,31
38,"May 12, 84",6,16,19,20,25,43,40
39,"May 5, 84",1,5,6,18,31,35,3
40,"Apr 28, 84",16,24,25,28,32,44,2
41,"Apr 21, 84",8,13,16,18,19,49,11
42,"Apr 14, 84",3,12,31,33,45,49,6
43,"Apr 7, 84",13,27,35,38,44,47,21
44,"Mar 31, 84",12,19,22,23,29,36,25
45,"Mar 24, 84",8,27,28,29,43,44,15
46,"Mar 17, 84",6,26,28,36,37,48,23
47,"Mar 10, 84",2,17,41,42,44,47,29
48,"Mar 3, 84",13,26,27,38,46,47,6
49,"Feb 25, 84",23,27,40,43,44,47,33
50,"Feb 18, 84",4,12,16,31,44,48,41
51,"Feb 11, 84",22,29,36,44,46,47,24
52,"Feb 4, 84",20,26,28,30,45,48,25
53,"Jan 28, 84",15,24,27,32,34,49,25
54,"Jan 21, 84",1,5,14,24,25,38,27
55,"Jan 14, 84",2,12,29,31,44,46,40
56,"Jan 7, 84",1,7,14,31,41,43,12
59,"Dec 28, 85",17,21,22,25,39,47,44
60,"Dec 25, 85",1,7,11,14,19,38,32
61,"Dec 21, 85",6,9,14,26,36,46,42
62,"Dec 18, 85",1,7,19,36,42,49,45
63,"Dec 14, 85",9,10,17,21,38,48,30
64,"Dec 11, 85",9,19,20,32,33,37,39
65,"Dec 7, 85",4,26,29,34,39,40,18
66,"Dec 4, 85",4,5,20,29,31,47,1
67,"Nov 30, 85",4,17,19,25,32,39,2
68,"Nov 27, 85",19,24,26,34,41,43,27
69,"Nov 23, 85",2,7,12,27,29,44,21
70,"Nov 20, 85",31,32,36,38,39,44,20
71,"Nov 16, 85",4,13,18,23,24,40,45
72,"Nov 13, 85",5,9,23,28,40,46,49
73,"Nov 9, 85",9,11,13,29,36,45,12
74,"Nov 6, 85",16,20,26,34,38,47,27
75,"Nov 2, 85",11,19,25,26,36,45,6
76,"Oct 30, 85",19,24,32,36,38,41,47
77,"Oct 26, 85",16,26,32,35,43,46,40
78,"Oct 23, 85",1,6,11,27,33,41,9
79,"Oct 19, 85",22,27,30,39,41,44,38
80,"Oct 16, 85",1,3,8,18,35,47,30
81,"Oct 12, 85",3,6,13,18,31,40,10
82,"Oct 9, 85",7,8,11,19,25,39,3
83,"Oct 5, 85",4,6,22,27,31,33,45
84,"Oct 2, 85",1,26,33,34,38,46,31
85,"Sep 28, 85",7,9,21,28,29,35,10
86,"Sep 25, 85",5,9,12,33,45,47,32
87,"Sep 21, 85",3,11,16,20,21,24,44
88,"Sep 18, 85",8,12,19,33,41,45,24
89,"Sep 14, 85",11,23,43,46,47,49,1
90,"Sep 11, 85",4,9,14,15,44,45,32
91,"Sep 7, 85",30,32,35,40,43,44,23
92,"Aug 31, 85",3,9,13,15,27,30,42
93,"Aug 24, 85",6,19,22,27,36,40,3
94,"Aug 17, 85",4,21,32,38,43,45,41
95,"Aug 10, 85",7,11,14,18,34,45,44
96,"Aug 3, 85",2,8,9,18,31,42,32
97,"Jul 27, 85",3,8,21,24,30,42,19
98,"Jul 20, 85",7,9,11,16,43,46,34
99,"Jul 13, 85",4,5,10,22,30,35,18
100,"Jul 6, 85",5,24,26,36,41,45,35
101,"Jun 29, 85",2,10,39,46,47,48,35
102,"Jun 22, 85",1,7,15,20,31,45,22
103,"Jun 15, 85",4,21,23,27,45,47,14
104,"Jun 8, 85",9,11,19,27,30,46,12
105,"Jun 1, 85",13,16,19,24,33,48,17
106,"May 25, 85",9,12,24,30,31,47,39
107,"May 18, 85",19,21,32,39,43,45,20
108,"May 11, 85",6,15,20,22,26,46,21
109,"May 4, 85",1,2,5,7,40,44,35
110,"Apr 27, 85",4,14,27,37,40,44,46
111,"Apr 20, 85",4,8,14,21,30,49,13
112,"Apr 13, 85",7,20,24,46,48,49,41
113,"Apr 6, 85",8,21,27,34,41,46,31
114,"Mar 30, 85",8,16,20,30,31,48,12
115,"Mar 23, 85",14,23,31,33,35,47,18
116,"Mar 16, 85",3,6,18,21,33,34,49
117,"Mar 9, 85",6,7,8,35,36,43,33
118,"Mar 2, 85",17,19,27,30,36,43,1
119,"Feb 23, 85",1,2,7,9,20,43,33
120,"Feb 16, 85",3,7,15,24,38,41,29
121,"Feb 9, 85",2,5,21,24,29,46,25
122,"Feb 2, 85",5,18,22,23,25,26,2
123,"Jan 26, 85",6,30,33,39,41,49,47
124,"Jan 19, 85",7,24,35,37,45,47,23
125,"Jan 12, 85",9,34,38,39,43,44,1
126,"Jan 5, 85",7,17,18,24,29,48,34
5,"Dec 31, 86",8,11,16,20,27,44,36
6,"Dec 27, 86",3,15,16,20,26,34,32
7,"Dec 24, 86",1,10,19,24,37,41,48
8,"Dec 20, 86",7,14,16,34,46,48,49
9,"Dec 17, 86",16,21,25,35,37,40,44
10,"Dec 13, 86",3,6,7,14,27,43,33
11,"Dec 10, 86",14,23,25,30,33,35,17
12,"Dec 6, 86",6,8,24,37,45,48,11
13,"Dec 3, 86",4,15,25,31,33,47,26
14,"Nov 29, 86",2,4,6,21,27,42,17
15,"Nov 26, 86",14,20,22,26,35,44,40
16,"Nov 22, 86",5,13,18,32,34,39,21
17,"Nov 19, 86",2,7,8,22,34,47,3
18,"Nov 15, 86",4,23,24,34,39,47,45
19,"Nov 12, 86",1,17,26,33,36,43,30
20,"Nov 8, 86",2,3,6,11,31,42,1
21,"Nov 5, 86",23,25,26,27,38,46,4
22,"Nov 1, 86",19,22,24,36,38,41,33
23,"Oct 29, 86",13,17,21,22,24,46,27
24,"Oct 25, 86",1,3,16,41,42,46,31
25,"Oct 22, 86",3,16,34,36,45,48,13
26,"Oct 18, 86",8,29,32,39,43,45,49
27,"Oct 15, 86",10,21,24,25,39,49,23
28,"Oct 11, 86",7,12,26,33,37,48,21
29,"Oct 8, 86",3,17,20,22,24,49,25
30,"Oct 4, 86",8,14,16,24,26,38,21
31,"Oct 1, 86",2,17,24,30,34,39,18
32,"Sep 27, 86",4,5,11,19,34,38,27
33,"Sep 24, 86",2,12,38,40,42,48,45
34,"Sep 20, 86",8,9,11,15,19,25,10
35,"Sep 17, 86",9,21,30,32,39,41,27
36,"Sep 13, 86",10,14,16,43,44,49,29
37,"Sep 10, 86",3,13,18,22,42,43,46
38,"Sep 6, 86",8,9,19,35,39,48,20
39,"Sep 3, 86",20,27,41,44,47,49,34
40,"Aug 30, 86",4,11,25,32,45,46,10
41,"Aug 27, 86",7,11,18,33,38,40,32
42,"Aug 23, 86",1,4,19,31,45,47,36
43,"Aug 20, 86",6,7,9,21,38,43,45
44,"Aug 16, 86",14,25,35,40,41,43,12
45,"Aug 13, 86",4,5,34,35,40,43,15
46,"Aug 9, 86",5,8,14,21,33,34,10
47,"Aug 6, 86",1,5,7,10,23,40,47
48,"Aug 2, 86",8,14,21,24,38,47,23
49,"Jul 30, 86",3,26,39,44,48,49,13
50,"Jul 26, 86",3,14,29,34,46,49,48
51,"Jul 23, 86",3,13,17,24,32,35,47
52,"Jul 19, 86",7,25,28,32,37,43,16
53,"Jul 16, 86",7,17,29,31,38,47,27
54,"Jul 12, 86",7,17,20,30,33,43,39
55,"Jul 9, 86",16,24,25,36,44,45,18
56,"Jul 5, 86",7,10,12,32,44,48,21
57,"Jul 2, 86",5,16,18,31,46,49,42
58,"Jun 28, 86",1,4,20,33,34,37,38
59,"Jun 25, 86",1,5,15,33,35,47,24
60,"Jun 21, 86",1,8,10,34,42,45,14
61,"Jun 18, 86",2,14,18,28,32,43,31
62,"Jun 14, 86",3,21,29,37,40,47,30
63,"Jun 11, 86",5,14,24,27,36,43,26
64,"Jun 7, 86",3,16,21,41,45,46,49
65,"Jun 4, 86",3,4,5,14,17,31,37
66,"May 31, 86",8,16,17,37,40,41,19
67,"May 28, 86",3,18,21,31,34,37,48
68,"May 24, 86",2,21,26,28,41,49,5
69,"May 21, 86",20,25,36,39,43,45,26
70,"May 17, 86",1,25,34,41,44,49,37
71,"May 14, 86",8,16,19,26,33,45,10
72,"May 10, 86",4,10,17,26,39,47,19
73,"May 7, 86",9,16,22,40,42,47,15
74,"May 3, 86",12,18,30,38,39,47,6
75,"Apr 30, 86",2,9,13,18,20,29,42
76,"Apr 26, 86",8,10,24,27,35,43,22
77,"Apr 23, 86",4,5,7,25,38,42,43
78,"Apr 19, 86",7,17,26,28,42,48,43
79,"Apr 16, 86",9,28,29,32,41,49,33
80,"Apr 12, 86",17,18,23,32,36,39,10
81,"Apr 9, 86",5,19,22,30,39,45,48
82,"Apr 5, 86",18,29,32,34,35,46,2
83,"Apr 2, 86",5,10,17,21,31,36,40
84,"Mar 29, 86",15,22,28,29,42,46,36
85,"Mar 26, 86",2,4,25,28,38,46,9
86,"Mar 22, 86",5,8,17,20,21,42,44
87,"Mar 19, 86",19,25,34,40,42,46,18
88,"Mar 15, 86",8,9,34,41,44,47,21
89,"Mar 12, 86",9,10,20,22,41,42,23
90,"Mar 8, 86",7,24,28,31,37,43,41
91,"Mar 5, 86",1,7,17,28,41,45,39
92,"Mar 1, 86",7,12,13,14,35,43,20
93,"Feb 26, 86",11,15,26,33,40,49,38
94,"Feb 22, 86",9,16,19,25,34,36,23
95,"Feb 19, 86",5,17,23,35,45,48,39
96,"Feb 15, 86",20,22,30,43,46,48,44
97,"Feb 12, 86",1,12,15,19,22,30,36
98,"Feb 8, 86",2,5,7,36,38,42,32
99,"Feb 5, 86",6,26,29,31,32,41,36
100,"Feb 1, 86",4,5,9,19,29,31,45
101,"Jan 29, 86",3,9,11,37,45,46,6
102,"Jan 25, 86",24,26,29,40,44,46,16
103,"Jan 22, 86",2,19,26,27,44,47,8
104,"Jan 18, 86",11,17,23,26,30,34,4
105,"Jan 15, 86",1,10,13,19,25,33,45
106,"Jan 11, 86",4,12,21,40,42,45,2
107,"Jan 8, 86",9,10,12,18,32,48,31
108,"Jan 4, 86",6,20,23,29,32,37,18
109,"Jan 1, 86",3,6,18,31,38,49,42
112,"Dec 30, 87",1,13,17,18,45,48,49
113,"Dec 26, 87",1,17,26,37,39,49,46
114,"Dec 23, 87",16,29,30,39,43,44,31
115,"Dec 19, 87",12,13,18,22,32,33,19
116,"Dec 16, 87",12,25,37,41,42,48,1
117,"Dec 12, 87",2,9,11,31,37,40,41
118,"Dec 9, 87",20,29,33,39,41,48,7
119,"Dec 5, 87",1,5,25,30,31,48,23
120,"Dec 2, 87",15,22,30,35,37,49,26
121,"Nov 28, 87",4,8,9,24,43,47,17
122,"Nov 25, 87",13,26,33,45,46,49,10
123,"Nov 21, 87",1,7,11,12,29,39,16
124,"Nov 18, 87",18,36,40,43,45,49,33
125,"Nov 14, 87",1,13,19,32,33,38,47
126,"Nov 11, 87",10,17,18,37,39,43,2
127,"Nov 7, 87",6,16,26,30,32,43,19
128,"Nov 4, 87",3,4,7,8,16,34,26
129,"Oct 31, 87",9,16,17,24,35,41,10
130,"Oct 28, 87",7,18,27,30,39,40,32
131,"Oct 24, 87",3,24,25,38,39,44,36
132,"Oct 21, 87",1,3,5,14,27,44,10
133,"Oct 17, 87",4,14,15,23,40,49,2
134,"Oct 14, 87",16,20,25,32,33,42,31
135,"Oct 10, 87",8,9,17,28,33,36,10
136,"Oct 7, 87",3,4,6,13,14,48,40
137,"Oct 3, 87",14,18,23,25,28,30,36
138,"Sep 30, 87",4,9,10,11,28,30,32
139,"Sep 26, 87",21,22,28,36,41,49,23
140,"Sep 23, 87",4,8,10,16,22,41,7
141,"Sep 19, 87",3,7,21,24,29,48,28
142,"Sep 16, 87",3,4,6,15,35,40,45
143,"Sep 12, 87",4,22,23,28,29,36,38
144,"Sep 9, 87",15,23,35,38,46,47,13
145,"Sep 5, 87",8,11,15,31,32,33,35
146,"Sep 2, 87",11,13,17,20,45,49,22
147,"Aug 29, 87",1,15,16,26,29,37,9
148,"Aug 26, 87",3,8,28,32,36,48,29
149,"Aug 22, 87",19,23,27,28,35,49,12
150,"Aug 19, 87",4,17,19,30,41,44,38
151,"Aug 15, 87",10,14,21,31,34,49,44
152,"Aug 12, 87",1,4,13,16,30,31,36
153,"Aug 8, 87",14,18,26,39,41,49,38
154,"Aug 5, 87",17,29,32,41,42,43,37
155,"Aug 1, 87",1,4,20,28,44,47,21
156,"Jul 29, 87",10,26,31,36,39,46,2
157,"Jul 25, 87",2,11,22,23,32,40,47
158,"Jul 22, 87",1,8,26,32,43,49,35
159,"Jul 18, 87",3,8,40,46,47,48,43
160,"Jul 15, 87",4,17,29,38,39,45,31
161,"Jul 11, 87",10,24,28,33,38,46,43
162,"Jul 8, 87",5,13,14,18,37,40,16
163,"Jul 4, 87",4,19,26,32,44,46,36
164,"Jul 1, 87",3,12,15,18,21,33,5
165,"Jun 27, 87",1,15,31,32,37,42,38
166,"Jun 24, 87",3,15,40,41,43,47,38
167,"Jun 20, 87",5,20,22,25,36,48,9
168,"Jun 17, 87",10,17,24,34,37,41,33
169,"Jun 13, 87",8,16,29,32,40,46,28
170,"Jun 10, 87",6,8,15,17,20,23,45
171,"Jun 6, 87",4,10,19,32,39,41,36
172,"Jun 3, 87",4,7,11,35,40,41,10
173,"May 30, 87",3,12,18,22,31,36,37
174,"May 27, 87",16,18,21,23,34,38,32
175,"May 23, 87",1,27,34,40,41,44,35
176,"May 20, 87",6,8,10,18,22,45,1
177,"May 16, 87",1,9,16,17,38,42,30
178,"May 13, 87",1,5,21,36,44,45,22
179,"May 9, 87",3,9,32,38,40,47,49
180,"May 6, 87",5,16,19,25,46,48,38
181,"May 2, 87",9,11,15,21,32,42,35
182,"Apr 29, 87",5,7,10,20,37,38,27
183,"Apr 25, 87",1,27,29,34,42,48,33
184,"Apr 22, 87",27,31,33,34,39,46,44
185,"Apr 18, 87",9,10,11,21,28,37,33
186,"Apr 15, 87",15,26,29,34,46,47,37
187,"Apr 11, 87",18,25,27,28,40,46,11
188,"Apr 8, 87",14,16,18,29,31,35,33
189,"Apr 4, 87",2,8,29,32,40,47,5
190,"Apr 1, 87",4,28,38,39,43,45,44
191,"Mar 28, 87",13,16,40,41,47,48,5
192,"Mar 25, 87",3,5,6,11,20,44,48
193,"Mar 21, 87",1,15,22,38,42,45,18
194,"Mar 18, 87",2,18,22,30,31,33,12
195,"Mar 14, 87",2,4,12,30,35,46,34
196,"Mar 11, 87",1,21,24,27,30,37,39
197,"Mar 7, 87",11,16,22,25,34,37,5
198,"Mar 4, 87",6,17,24,26,31,32,37
199,"Feb 28, 87",2,11,16,23,29,45,37
200,"Feb 25, 87",2,5,24,25,36,46,23
201,"Feb 21, 87",9,16,21,27,40,44,11
202,"Feb 18, 87",2,10,20,26,35,48,16
203,"Feb 14, 87",12,15,16,25,29,37,13
204,"Feb 11, 87",11,12,29,33,43,46,22
205,"Feb 7, 87",14,15,16,31,32,39,5
206,"Feb 4, 87",2,15,21,42,47,49,41
207,"Jan 31, 87",6,12,15,24,36,49,48
208,"Jan 28, 87",15,18,27,44,46,47,33
209,"Jan 24, 87",12,16,20,27,41,42,37
210,"Jan 21, 87",2,11,19,34,42,44,49
211,"Jan 17, 87",7,15,16,18,31,44,46
212,"Jan 14, 87",4,21,23,33,34,36,31
213,"Jan 10, 87",7,9,17,18,26,35,46
214,"Jan 7, 87",1,3,29,35,37,47,45
215,"Jan 3, 87",3,11,16,23,47,49,25
5,"Dec 31, 88",3,25,28,29,35,47,16
6,"Dec 28, 88",1,8,17,20,32,44,16
7,"Dec 24, 88",23,31,34,45,47,48,7
8,"Dec 21, 88",3,10,20,30,44,49,43
9,"Dec 17, 88",4,15,19,20,36,48,16
10,"Dec 14, 88",6,23,24,26,33,36,41
11,"Dec 10, 88",8,16,22,31,32,39,43
12,"Dec 7, 88",4,17,22,28,30,47,46
13,"Dec 3, 88",1,14,15,30,37,49,19
14,"Nov 30, 88",4,20,33,47,48,49,45
15,"Nov 26, 88",2,18,23,35,37,42,1
16,"Nov 23, 88",22,33,38,39,44,49,43
17,"Nov 19, 88",4,5,24,25,36,39,47
18,"Nov 16, 88",1,18,19,31,45,49,41
19,"Nov 12, 88",13,15,24,28,41,46,21
20,"Nov 9, 88",4,6,15,32,34,35,8
21,"Nov 5, 88",16,31,40,42,45,49,21
22,"Nov 2, 88",3,7,23,28,31,49,9
23,"Oct 29, 88",1,24,32,36,48,49,47
24,"Oct 26, 88",13,16,17,19,35,45,3
25,"Oct 22, 88",2,3,8,24,32,48,28
26,"Oct 19, 88",8,12,16,20,21,44,49
27,"Oct 15, 88",2,13,27,29,35,38,44
28,"Oct 12, 88",1,7,9,21,46,47,36
29,"Oct 8, 88",7,23,27,29,44,49,18
30,"Oct 5, 88",3,12,14,29,31,33,23
31,"Oct 1, 88",6,20,35,42,47,49,38
32,"Sep 28, 88",2,4,6,11,42,44,26
33,"Sep 24, 88",3,7,18,21,41,44,32
34,"Sep 21, 88",8,9,10,18,30,39,22
35,"Sep 17, 88",2,4,15,24,28,41,34
36,"Sep 14, 88",10,27,30,33,36,48,9
37,"Sep 10, 88",4,16,17,18,22,44,41
38,"Sep 7, 88",2,5,13,23,35,45,48
39,"Sep 3, 88",6,20,22,27,32,41,37
40,"Aug 31, 88",6,31,34,37,39,48,15
41,"Aug 27, 88",17,20,23,27,36,47,37
42,"Aug 24, 88",5,8,16,32,34,43,6
43,"Aug 20, 88",6,19,33,35,43,44,34
44,"Aug 17, 88",5,32,34,40,45,47,15
45,"Aug 13, 88",11,24,35,45,46,48,40
46,"Aug 10, 88",7,15,17,29,40,47,36
47,"Aug 6, 88",5,28,29,32,43,45,20
48,"Aug 3, 88",1,3,20,22,30,44,33
49,"Jul 30, 88",2,7,10,14,23,42,17
50,"Jul 27, 88",1,4,31,33,36,39,32
51,"Jul 23, 88",12,14,20,33,38,43,18
52,"Jul 20, 88",9,13,19,23,34,40,1
53,"Jul 16, 88",1,8,13,28,31,44,39
54,"Jul 13, 88",8,9,15,22,25,31,7
55,"Jul 9, 88",8,10,25,31,43,47,41
56,"Jul 6, 88",6,13,19,22,25,27,16
57,"Jul 2, 88",26,32,33,35,38,44,12
58,"Jun 29, 88",6,10,26,39,41,47,8
59,"Jun 25, 88",8,22,28,31,32,38,39
60,"Jun 22, 88",2,18,24,25,27,30,46
61,"Jun 18, 88",3,5,14,30,35,40,32
62,"Jun 15, 88",5,9,15,21,27,47,4
63,"Jun 11, 88",3,8,16,22,27,44,23
64,"Jun 8, 88",2,6,22,27,34,37,12
65,"Jun 4, 88",15,19,28,32,35,42,45
66,"Jun 1, 88",2,20,24,34,43,49,41
67,"May 28, 88",2,5,28,31,42,45,9
68,"May 25, 88",2,13,28,40,41,43,36
69,"May 21, 88",3,7,15,19,31,34,43
70,"May 18, 88",4,5,6,13,24,31,44
71,"May 14, 88",2,6,20,34,39,44,37
72,"May 11, 88",12,14,17,21,23,29,3
73,"May 7, 88",1,14,27,37,39,42,30
74,"May 4, 88",2,5,9,23,38,43,3
75,"Apr 30, 88",1,12,20,23,31,49,11
76,"Apr 27, 88",17,33,38,39,46,49,1
77,"Apr 23, 88",5,14,18,24,42,49,6
78,"Apr 20, 88",1,2,7,11,34,43,5
79,"Apr 16, 88",18,21,30,39,40,49,15
80,"Apr 13, 88",9,17,19,28,40,46,15
81,"Apr 9, 88",6,12,18,24,32,35,22
82,"Apr 6, 88",10,19,24,31,39,47,32
83,"Apr 2, 88",6,10,21,30,36,49,40
84,"Mar 30, 88",9,12,19,35,36,44,48
85,"Mar 26, 88",27,30,31,33,38,42,28
86,"Mar 23, 88",3,8,29,31,43,48,11
87,"Mar 19, 88",10,28,31,34,39,47,49
88,"Mar 16, 88",1,16,19,35,39,40,11
89,"Mar 12, 88",1,26,36,42,44,46,20
90,"Mar 9, 88",4,10,18,19,37,40,41
91,"Mar 5, 88",11,13,14,24,40,48,45
92,"Mar 2, 88",8,10,26,34,42,44,33
93,"Feb 27, 88",3,4,16,18,25,43,47
94,"Feb 24, 88",7,10,15,20,27,29,30
95,"Feb 20, 88",10,18,27,28,42,48,17
96,"Feb 17, 88",5,14,23,27,36,37,28
97,"Feb 13, 88",10,11,12,24,25,36,9
98,"Feb 10, 88",8,18,33,37,40,42,44
99,"Feb 6, 88",4,7,8,12,42,43,49
100,"Feb 3, 88",5,29,30,33,41,49,1
101,"Jan 30, 88",5,18,21,25,44,47,10
102,"Jan 27, 88",2,4,23,36,44,49,22
103,"Jan 23, 88",3,12,19,35,47,49,22
104,"Jan 20, 88",3,8,12,23,30,43,31
105,"Jan 16, 88",8,27,29,36,37,39,47
106,"Jan 13, 88",7,19,29,38,43,45,37
107,"Jan 9, 88",16,17,23,28,32,45,34
108,"Jan 6, 88",8,13,22,23,26,47,42
109,"Jan 2, 88",17,20,31,38,39,49,34
112,"Dec 30, 89",11,12,26,27,29,34,18
113,"Dec 27, 89",7,26,28,34,38,47,18
114,"Dec 23, 89",3,5,10,36,42,45,28
115,"Dec 20, 89",4,11,17,20,25,49,40
116,"Dec 16, 89",1,7,15,18,27,40,13
117,"Dec 13, 89",2,9,22,25,47,49,38
118,"Dec 9, 89",10,16,31,42,47,49,48
119,"Dec 6, 89",20,24,32,36,41,43,30
120,"Dec 2, 89",5,8,25,42,43,45,26
121,"Nov 29, 89",2,14,37,42,44,48,46
122,"Nov 25, 89",5,7,19,24,37,41,39
123,"Nov 22, 89",6,7,18,21,24,32,31
124,"Nov 18, 89",17,20,34,39,41,49,24
125,"Nov 15, 89",2,20,27,29,41,43,16
126,"Nov 11, 89",9,16,18,25,37,47,35
127,"Nov 8, 89",9,17,28,36,44,46,2
128,"Nov 4, 89",4,17,26,33,43,49,25
129,"Nov 1, 89",14,16,20,22,34,42,39
130,"Oct 28, 89",1,14,28,36,47,49,43
131,"Oct 25, 89",4,21,24,32,34,47,25
132,"Oct 21, 89",20,26,29,33,40,45,38
133,"Oct 18, 89",1,24,28,40,46,49,39
134,"Oct 14, 89",1,17,20,37,42,44,38
135,"Oct 11, 89",1,4,26,27,35,45,29
